,Src,Dst,Weight,edge_type
56947,161,1376,1,0
57270,92,1377,1,0
58170,416,1199,1,0
58936,427,914,1,0
58946,445,1296,1,0
58963,420,1043,1,0
59279,390,1025,1,0
59286,446,1378,1,0
59719,447,1254,1,0
59859,386,1289,1,0
60139,445,1379,1,0
60147,381,1379,1,0
60167,448,930,1,0
60171,2,1305,1,0
60185,447,1336,1,0
60187,372,1324,1,0
60188,449,1380,1,0
60189,362,1310,1,0
60198,411,1285,1,0
60204,369,1381,1,0
60385,426,1381,1,0
60386,405,1381,1,0
60389,424,1381,1,0
60400,376,1309,1,0
60421,158,1089,1,0
60424,141,1080,1,0
60433,400,1382,1,0
60593,450,1383,1,0
60613,451,1169,1,0
60777,78,878,1,0
60782,430,1252,1,0
60812,452,1384,1,0
60990,453,880,1,0
61004,238,1307,1,0
61028,454,1385,1,0
61762,359,1386,1,0
61766,98,944,1,0
61781,63,1295,1,0
61803,53,943,1,0
61812,379,1387,1,0
61854,63,956,1,0
61868,11,1066,1,0
61888,395,1302,1,0
61910,372,1246,1,0
61929,395,1289,1,0
61930,396,1289,1,0
61934,8,1127,1,0
62092,383,1388,1,0
62113,14,1383,1,0
62114,455,1389,1,0
62119,14,1390,1,0
62296,456,1303,1,0
62461,2,1391,1,0
62492,10,1392,1,0
62773,432,1393,1,0
62781,38,1394,1,0
62782,381,1296,1,0
62829,430,1395,1,0
62836,188,1146,1,0
62838,308,1165,1,0
62849,53,953,1,0
62991,41,1396,1,0
63001,14,1078,1,0
63015,161,1360,1,0
63026,48,998,1,0
63039,211,1397,1,0
63227,177,1398,1,0
63245,41,1271,1,0
63253,453,1025,1,0
63275,442,1399,1,0
63592,442,1400,1,0
63759,457,868,1,0
64252,219,1125,1,0
64258,298,1401,1,0
64281,388,1329,1,0
64286,344,1280,1,0
64483,458,1226,1,0
64651,459,1402,1,0
64655,460,1403,1,0
64815,81,930,1,0
64826,14,1382,1,0
65649,418,1072,1,0
65701,172,930,1,0
65703,83,930,1,0
65879,360,1404,1,0
66017,461,1264,1,0
66022,418,930,1,0
66045,371,930,1,0
66060,80,930,1,0
66513,462,1365,1,0
67246,2,1405,1,0
67269,55,1406,1,0
67305,245,1363,1,0
67343,442,1407,1,0
67356,463,1408,1,0
67357,464,1383,1,0
67375,439,1295,1,0
67412,464,1340,1,0
67424,465,991,1,0
67440,14,1409,1,0
67448,397,930,1,0
67464,14,1250,1,0
67626,466,1410,1,0
67636,14,1336,1,0
67799,14,1411,1,0
67802,14,1399,1,0
67828,415,1072,1,0
67848,55,941,1,0
67896,14,871,1,0
67921,2,1412,1,0
67931,2,871,1,0
67942,55,1087,1,0
68000,14,1413,1,0
68004,9,1413,1,0
68012,53,1003,1,0
68019,53,1413,1,0
68034,323,1414,1,0
68073,2,1415,1,0
68103,2,875,1,0
68144,467,1412,1,0
68157,2,968,1,0
68192,2,1086,1,0
68218,468,1412,1,0
68264,323,1416,1,0
68265,323,1417,1,0
68280,126,1418,1,0
68281,126,1419,1,0
68282,469,880,1,0
68283,469,1420,1,0
68284,365,1421,1,0
68285,365,1030,1,0
68286,365,1422,1,0
68287,407,1276,1,0
68288,407,1422,1,0
68289,407,1423,1,0
68290,345,1424,1,0
68291,345,1425,1,0
68292,399,1426,1,0
68293,399,1427,1,0
68294,399,1428,1,0
68295,178,1429,1,0
68296,99,1430,1,0
68297,99,1431,1,0
68298,99,1432,1,0
68299,99,1433,1,0
68300,99,1434,1,0
68301,99,1429,1,0
68302,131,1430,1,0
68303,131,1431,1,0
68304,131,1432,1,0
68305,131,1433,1,0
68306,131,1434,1,0
68307,131,1429,1,0
68308,470,1435,1,0
68309,470,1436,1,0
68310,470,1359,1,0
68311,470,1430,1,0
68312,470,1431,1,0
68313,470,1432,1,0
68314,470,1433,1,0
68315,470,1434,1,0
68316,470,1429,1,0
68317,129,1435,1,0
68318,129,1436,1,0
68319,129,1359,1,0
68320,129,1430,1,0
68321,129,1431,1,0
68322,129,1432,1,0
68323,129,1433,1,0
68324,129,1434,1,0
68325,129,1429,1,0
68326,128,1435,1,0
68327,128,1436,1,0
68328,128,1430,1,0
68329,128,1431,1,0
68330,128,1432,1,0
68331,128,1433,1,0
68332,128,1434,1,0
68333,128,1429,1,0
68334,471,1435,1,0
68335,471,1436,1,0
68336,471,1359,1,0
68337,471,1430,1,0
68338,471,1431,1,0
68339,471,1432,1,0
68340,471,1433,1,0
68341,471,1434,1,0
68342,471,1429,1,0
68343,170,1435,1,0
68344,170,1436,1,0
68345,170,1359,1,0
68346,170,1430,1,0
68347,170,1431,1,0
68348,170,1432,1,0
68349,170,1433,1,0
68350,170,1434,1,0
68351,170,1429,1,0
68353,169,1437,1,0
68354,169,1032,1,0
68364,206,1438,1,0
68365,206,1439,1,0
68366,206,1440,1,0
68367,223,1441,1,0
68368,223,1442,1,0
68369,222,1441,1,0
68370,222,1442,1,0
68371,216,1441,1,0
68372,216,1442,1,0
68373,265,1123,1,0
68374,265,1125,1,0
68375,265,894,1,0
68376,265,1130,1,0
68377,226,1441,1,0
68378,226,1442,1,0
68379,472,1126,1,0
68380,472,1130,1,0
68381,472,1443,1,0
68382,8,1441,1,0
68383,8,1442,1,0
68384,227,1442,1,0
68385,218,1442,1,0
68386,218,935,1,0
68387,224,1442,1,0
68388,225,1123,1,0
68389,225,894,1,0
68390,225,1140,1,0
68391,473,1124,1,0
68392,473,1126,1,0
68393,219,1442,1,0
68394,20,1442,1,0
68395,20,1123,1,0
68396,20,1126,1,0
68397,31,1442,1,0
68398,474,1442,1,0
68399,29,1441,1,0
68400,29,1442,1,0
68401,29,1444,1,0
68403,220,1442,1,0
68404,30,1442,1,0
68405,30,1123,1,0
68407,475,1321,1,0
68409,450,1445,1,0
68413,460,1446,1,0
68414,40,1252,1,0
68415,40,1409,1,0
68416,40,1333,1,0
68420,476,1447,1,0
68421,476,1448,1,0
68423,477,1447,1,0
68424,478,1355,1,0
68429,479,1449,1,0
68430,480,1450,1,0
68433,481,1280,1,0
68434,481,1316,1,0
68435,481,1411,1,0
68436,481,1301,1,0
68441,482,1280,1,0
68442,482,1316,1,0
68443,482,1411,1,0
68444,482,1301,1,0
68445,483,1280,1,0
68446,483,1316,1,0
68447,483,1411,1,0
68448,483,1301,1,0
68449,484,1280,1,0
68450,484,1316,1,0
68451,484,1411,1,0
68452,484,1301,1,0
68457,485,1280,1,0
68458,485,1316,1,0
68459,485,1411,1,0
68460,485,1301,1,0
68461,486,1280,1,0
68462,486,1316,1,0
68463,486,1411,1,0
68464,486,1301,1,0
68465,487,1280,1,0
68466,487,1316,1,0
68467,487,1411,1,0
68468,487,1301,1,0
68473,488,1280,1,0
68474,488,1316,1,0
68475,488,1411,1,0
68476,488,1301,1,0
68483,489,1280,1,0
68484,489,1316,1,0
68485,489,1411,1,0
68486,489,1301,1,0
68487,490,1280,1,0
68488,490,1316,1,0
68489,490,1411,1,0
68490,490,1301,1,0
68491,491,1280,1,0
68492,491,1316,1,0
68493,491,1411,1,0
68494,491,1301,1,0
68495,492,1280,1,0
68496,492,1316,1,0
68497,492,1411,1,0
68498,492,1301,1,0
68499,493,1280,1,0
68500,493,1316,1,0
68501,493,1411,1,0
68502,493,1301,1,0
68503,494,1280,1,0
68504,494,1316,1,0
68505,494,1411,1,0
68506,494,1301,1,0
68507,495,1280,1,0
68508,495,1316,1,0
68509,495,1411,1,0
68510,495,1301,1,0
68570,496,1280,1,0
68571,496,1316,1,0
68572,496,1411,1,0
68573,496,1301,1,0
68574,496,890,1,0
68575,497,1280,1,0
68576,497,1316,1,0
68577,497,1411,1,0
68578,497,1301,1,0
68579,497,890,1,0
68580,498,1280,1,0
68581,498,1316,1,0
68582,498,1411,1,0
68583,498,1301,1,0
68584,498,890,1,0
68594,499,1280,1,0
68595,499,1316,1,0
68596,499,1411,1,0
68597,499,1301,1,0
68610,137,1451,1,0
68611,238,1441,1,0
68612,238,1136,1,0
68613,56,1126,1,0
68614,79,1126,1,0
68615,79,894,1,0
68616,243,1110,1,0
68617,243,922,1,0
68618,239,1441,1,0
68619,237,1441,1,0
68620,237,1452,1,0
68621,28,1126,1,0
68622,500,1296,1,0
68623,500,880,1,0
68624,500,1025,1,0
68625,500,911,1,0
68627,118,984,1,0
68628,118,1011,1,0
68630,96,947,1,0
68631,96,984,1,0
68636,501,1453,1,0
68637,501,1454,1,0
68640,502,1453,1,0
68641,502,1454,1,0
68646,503,1453,1,0
68647,503,1454,1,0
68648,504,1254,1,0
68649,250,1145,1,0
68650,505,880,1,0
68651,151,1047,1,0
68652,151,1054,1,0
68653,154,1047,1,0
68654,155,1047,1,0
68655,152,1047,1,0
68656,152,1085,1,0
68658,195,1053,1,0
68659,195,1243,1,0
68660,195,873,1,0
68661,156,1053,1,0
68663,156,1243,1,0
68664,153,1084,1,0
68665,153,1085,1,0
68667,153,1055,1,0
68668,153,1243,1,0
68669,33,1455,1,0
68670,33,1437,1,0
68671,33,1032,1,0
68672,17,1055,1,0
68673,17,1456,1,0
68674,141,1254,1,0
68675,148,1043,1,0
68676,506,1043,1,0
68677,506,1044,1,0
68678,506,1080,1,0
68679,506,1146,1,0
68680,189,1043,1,0
68681,189,1080,1,0
68682,189,1146,1,0
68683,190,1043,1,0
68684,190,1080,1,0
68685,190,1146,1,0
68686,252,1043,1,0
68687,252,1044,1,0
68688,252,1080,1,0
68690,142,1043,1,0
68691,142,1254,1,0
68692,142,1444,1,0
68693,142,1452,1,0
68694,507,1043,1,0
68695,507,1044,1,0
68696,507,1080,1,0
68697,507,1146,1,0
68698,508,1043,1,0
68699,508,1080,1,0
68700,509,1043,1,0
68701,509,1080,1,0
68702,509,1146,1,0
68703,143,1043,1,0
68704,144,1043,1,0
68705,144,1080,1,0
68706,420,1080,1,0
68707,420,1146,1,0
68708,188,1043,1,0
68709,188,1080,1,0
68710,146,1043,1,0
68711,146,1080,1,0
68712,146,1146,1,0
68713,147,1043,1,0
68714,147,1044,1,0
68715,147,1146,1,0
68716,510,1450,1,0
68723,511,1457,1,0
68724,511,1458,1,0
68725,511,1459,1,0
68726,511,1460,1,0
68727,512,1458,1,0
68728,176,1457,1,0
68729,176,1458,1,0
68730,176,1461,1,0
68731,176,1462,1,0
68732,378,1426,1,0
68733,378,1427,1,0
68734,378,1428,1,0
68735,513,1457,1,0
68736,513,1458,1,0
68737,513,1459,1,0
68738,513,1460,1,0
68739,100,1430,1,0
68740,100,1431,1,0
68741,100,1432,1,0
68742,100,1433,1,0
68743,100,1434,1,0
68744,100,1429,1,0
68745,130,1430,1,0
68746,130,1431,1,0
68747,130,1432,1,0
68748,130,1433,1,0
68749,130,1434,1,0
68750,130,1429,1,0
68751,514,1430,1,0
68752,514,1431,1,0
68753,514,1432,1,0
68754,514,1433,1,0
68755,514,1434,1,0
68756,514,1429,1,0
68757,515,1463,1,0
68758,161,1424,1,0
68759,161,1464,1,0
68760,516,1019,1,0
68761,213,1465,1,0
68762,213,1119,1,0
68763,115,873,1,0
68764,62,1444,1,0
68766,517,1466,1,0
68768,517,1467,1,0
68769,518,1347,1,0
68770,518,1468,1,0
68771,519,1347,1,0
68772,519,1469,1,0
68773,520,1347,1,0
68774,520,1470,1,0
68775,520,1471,1,0
68776,520,1472,1,0
68777,327,1450,1,0
68778,338,1450,1,0
68779,328,1450,1,0
68780,335,1450,1,0
68781,330,1450,1,0
68782,332,1450,1,0
68783,329,1450,1,0
68784,324,1450,1,0
68785,326,1450,1,0
68786,334,1450,1,0
68787,333,1450,1,0
68788,521,1473,1,0
68789,522,1347,1,0
68791,432,1474,1,0
68793,523,1333,1,0
68794,442,1475,1,0
68795,95,934,1,0
68796,95,950,1,0
68797,524,1328,1,0
68798,525,1328,1,0
68799,526,1328,1,0
68800,339,1328,1,0
68801,527,1328,1,0
68802,528,1328,1,0
68803,529,1328,1,0
68804,530,1328,1,0
68805,531,1328,1,0
68806,532,1328,1,0
68807,533,1328,1,0
68808,534,1328,1,0
68809,180,1328,1,0
68810,182,1476,1,0
68811,183,1476,1,0
68812,184,1476,1,0
68813,535,1477,1,0
68814,23,1478,1,0
68815,174,1479,1,0
68816,536,1480,1,0
68817,537,1481,1,0
68818,98,1482,1,0
68819,110,1483,1,0
68820,538,1484,1,0
68822,539,1485,1,0
68823,540,1270,1,0
68824,440,1486,1,0
68825,135,1487,1,0
68826,34,1488,1,0
68827,34,1489,1,0
68828,92,1488,1,0
68829,92,1489,1,0
68830,541,1490,1,0
68831,541,1491,1,0
68832,541,1492,1,0
68833,541,1493,1,0
68834,84,1494,1,0
68835,132,1487,1,0
68836,132,1495,1,0
68837,125,1496,1,0
68838,16,1495,1,0
68839,19,1497,1,0
68840,133,1487,1,0
68841,133,1495,1,0
68842,542,1286,1,0
68843,134,1498,1,0
68844,543,1499,1,0
68845,544,1500,1,0
68846,87,1501,1,0
68847,123,1502,1,0
68848,545,1503,1,0
68849,546,1251,1,0
68850,547,1504,1,0
68851,548,1504,1,0
68852,181,1504,1,0
68853,549,1492,1,0
68854,550,1505,1,0
68855,48,1506,1,0
68856,90,1507,1,0
68857,32,1508,1,0
68858,93,1509,1,0
68859,91,1510,1,0
68860,127,1457,1,0
68861,127,1458,1,0
68862,551,1457,1,0
68863,551,1458,1,0
68864,551,1459,1,0
68865,551,1460,1,0
68866,552,1457,1,0
68867,552,1458,1,0
68868,552,1459,1,0
68869,552,1460,1,0
68871,553,1399,1,0
68874,554,1511,1,0
68875,317,1032,1,0
68876,317,1025,1,0
68878,555,1512,1,0
68879,556,1450,1,0
68880,97,1451,1,0
68881,42,1321,1,0
68882,42,974,1,0
68883,557,936,1,0
68886,185,1414,1,0
68887,558,1342,1,0
68889,559,1342,1,0
68891,382,1458,1,0
68892,382,1462,1,0
68895,560,1513,1,0
68899,370,1514,1,0
68901,370,1515,1,0
68902,370,1516,1,0
68903,561,1515,1,0
68905,212,1465,1,0
68906,177,1457,1,0
68907,177,1458,1,0
68908,177,1459,1,0
68909,177,1460,1,0
68910,44,1437,1,0
68911,44,1455,1,0
68912,167,1455,1,0
68913,111,1455,1,0
68914,438,1424,1,0
68915,438,1464,1,0
68916,124,1517,1,0
68917,562,1403,1,0
68918,563,922,1,0
68919,564,922,1,0
68920,565,1518,1,0
68921,565,1046,1,0
68922,565,1324,1,0
68923,565,1246,1,0
68925,242,1441,1,0
68926,242,1136,1,0
68927,455,1519,1,0
68930,231,1131,1,0
68931,269,1520,1,0
68932,269,1521,1,0
68933,269,1522,1,0
68934,269,1523,1,0
68935,254,1524,1,0
68936,566,1525,1,0
68937,411,1526,1,0
68938,411,1527,1,0
68939,411,1528,1,0
68940,411,1529,1,0
68947,567,1530,1,0
68950,478,1531,1,0
68957,433,1532,1,0
68959,568,1007,1,0
68960,569,1003,1,0
68961,163,1533,1,0
68962,570,1534,1,0
68963,423,1535,1,0
68964,423,1337,1,0
68967,571,1536,1,0
68969,447,1537,1,0
68970,447,1340,1,0
68971,447,1409,1,0
68972,447,1250,1,0
68973,447,1538,1,0
68974,447,1255,1,0
68976,13,1025,1,0
68977,63,1539,1,0
68978,63,1540,1,0
68979,77,1540,1,0
68980,76,1540,1,0
68982,21,1325,1,0
68983,572,1541,1,0
68984,41,1404,1,0
68985,39,1293,1,0
68986,573,1542,1,0
68987,574,1543,1,0
68988,106,1544,1,0
68989,575,1545,1,0
68990,575,1546,1,0
68991,575,1547,1,0
68993,464,1262,1,0
68995,464,1336,1,0
68996,464,1333,1,0
68997,576,1537,1,0
68998,322,1518,1,0
68999,322,1324,1,0
69000,322,1246,1,0
69001,149,1518,1,0
69002,149,1324,1,0
69003,321,1255,1,0
69005,436,942,1,0
69006,397,1548,1,0
69007,397,1549,1,0
69008,397,1550,1,0
69009,397,1551,1,0
69010,397,1552,1,0
69011,397,1553,1,0
69012,397,1554,1,0
69013,397,1555,1,0
69014,397,1556,1,0
69015,397,1557,1,0
69016,397,1558,1,0
69017,397,1559,1,0
69018,397,1560,1,0
69019,397,1561,1,0
69020,397,1562,1,0
69021,397,1563,1,0
69022,397,1564,1,0
69023,397,1565,1,0
69024,404,1566,1,0
69025,404,1343,1,0
69026,404,1324,1,0
69030,401,880,1,0
69032,401,974,1,0
69033,401,1567,1,0
69034,450,1366,1,0
69035,450,1358,1,0
69036,450,1567,1,0
69037,450,1568,1,0
69041,577,1569,1,0
69042,144,1324,1,0
69044,388,1570,1,0
69045,388,1571,1,0
69046,388,1374,1,0
69047,388,1572,1,0
69048,307,1199,1,0
69049,307,1195,1,0
69050,307,1112,1,0
69051,307,1214,1,0
69052,307,1113,1,0
69053,307,1573,1,0
69054,307,1574,1,0
69055,307,1215,1,0
69056,307,1575,1,0
69057,307,1264,1,0
69058,307,1576,1,0
69059,578,880,1,0
69060,195,1050,1,0
69061,9,1338,1,0
69062,9,1088,1,0
69063,151,1577,1,0
69064,191,1043,1,0
69068,348,1537,1,0
69069,348,880,1,0
69072,555,875,1,0
69073,555,1578,1,0
69077,579,1579,1,0
69084,227,1580,1,0
69085,226,1130,1,0
69086,446,1581,1,0
69087,446,1030,1,0
69091,580,930,1,0
69092,580,931,1,0
69093,274,1199,1,0
69094,274,1195,1,0
69095,274,1112,1,0
69096,274,1214,1,0
69097,274,1113,1,0
69098,274,1573,1,0
69099,274,1574,1,0
69100,274,1575,1,0
69101,274,1264,1,0
69102,274,1576,1,0
69103,126,1068,1,0
69104,126,880,1,0
69105,581,1582,1,0
69106,582,1040,1,0
69107,582,923,1,0
69109,63,880,1,0
69111,63,1352,1,0
69112,63,1416,1,0
69113,63,875,1,0
69115,63,1452,1,0
69116,63,1138,1,0
69117,63,1338,1,0
69118,583,1366,1,0
69119,583,1358,1,0
69121,584,1583,1,0
69122,585,875,1,0
69123,585,1352,1,0
69124,585,1524,1,0
69125,62,1537,1,0
69126,62,875,1,0
69127,62,1452,1,0
69128,62,1324,1,0
69129,586,1584,1,0
69130,586,1416,1,0
69131,586,875,1,0
69132,586,1585,1,0
69133,586,1586,1,0
69134,586,1587,1,0
69135,415,987,1,0
69137,287,1188,1,0
69146,81,988,1,0
69147,81,982,1,0
69148,81,1028,1,0
69149,81,1066,1,0
69150,81,932,1,0
69151,8,1123,1,0
69152,8,1124,1,0
69153,8,1110,1,0
69154,222,1123,1,0
69155,222,1110,1,0
69156,222,1281,1,0
69166,153,1588,1,0
69167,321,1589,1,0
69168,321,1590,1,0
69169,321,1402,1,0
69170,321,1416,1,0
69171,321,1296,1,0
69172,321,1591,1,0
69173,321,1592,1,0
69174,321,1352,1,0
69175,321,1079,1,0
69176,321,1325,1,0
69177,321,1593,1,0
69178,321,1338,1,0
69181,236,1594,1,0
69182,236,1441,1,0
69183,236,1595,1,0
69184,236,1596,1,0
69185,84,1597,1,0
69186,587,1030,1,0
69187,587,1276,1,0
69188,587,1414,1,0
69189,587,1452,1,0
69190,587,1598,1,0
69191,588,1599,1,0
69197,119,1290,1,0
69201,589,1342,1,0
69202,590,1585,1,0
69203,590,1416,1,0
69204,590,875,1,0
69205,115,1537,1,0
69206,115,1018,1,0
69207,413,1031,1,0
69208,413,1290,1,0
69209,48,1014,1,0
69210,48,1597,1,0
69211,90,958,1,0
69212,591,1246,1,0
69220,365,1407,1,0
69221,365,1600,1,0
69222,365,1319,1,0
69223,365,1114,1,0
69224,365,1574,1,0
69225,365,1601,1,0
69226,365,1414,1,0
69227,365,1358,1,0
69228,365,1311,1,0
69229,365,1602,1,0
69230,319,942,1,0
69234,592,1030,1,0
69235,592,1276,1,0
69236,592,1414,1,0
69237,509,1044,1,0
69241,76,875,1,0
69242,76,1352,1,0
69243,76,992,1,0
69244,76,985,1,0
69245,76,1079,1,0
69246,76,1338,1,0
69247,532,1023,1,0
69248,532,1020,1,0
69249,208,1199,1,0
69250,208,1195,1,0
69251,208,1214,1,0
69252,208,1573,1,0
69253,208,1574,1,0
69254,208,1575,1,0
69255,208,1264,1,0
69256,208,1576,1,0
69257,21,979,1,0
69258,593,1603,1,0
69259,127,1068,1,0
69262,127,1604,1,0
69263,127,1074,1,0
69264,465,1068,1,0
69265,465,1036,1,0
69266,594,1605,1,0
69267,539,1606,1,0
69269,390,873,1,0
69270,156,1607,1,0
69271,156,1588,1,0
69272,156,1608,1,0
69273,156,1050,1,0
69274,156,1609,1,0
69275,131,930,1,0
69276,131,1610,1,0
69277,455,1249,1,0
69278,455,1059,1,0
69279,455,1611,1,0
69280,455,1376,1,0
69281,455,1360,1,0
69282,66,1593,1,0
69284,67,1271,1,0
69297,595,1612,1,0
69298,511,1036,1,0
69300,511,1074,1,0
69316,596,1613,1,0
69317,407,930,1,0
69318,407,1030,1,0
69319,407,931,1,0
69320,407,1614,1,0
69321,407,1615,1,0
69323,407,1452,1,0
69324,407,1602,1,0
69325,407,1536,1,0
69326,597,1276,1,0
69329,598,1616,1,0
69330,178,1310,1,0
69331,257,1059,1,0
69332,599,1444,1,0
69333,599,1585,1,0
69334,599,1617,1,0
69335,599,875,1,0
69336,599,1587,1,0
69339,12,1618,1,0
69340,12,1011,1,0
69344,351,1199,1,0
69345,351,1195,1,0
69346,351,1214,1,0
69347,351,1573,1,0
69348,351,1574,1,0
69349,351,1575,1,0
69350,351,1576,1,0
69351,600,1610,1,0
69352,600,1015,1,0
69353,600,1310,1,0
69356,601,1444,1,0
69357,176,1074,1,0
69358,176,1015,1,0
69359,176,1067,1,0
69360,176,1310,1,0
69361,602,1585,1,0
69362,602,1586,1,0
69363,602,1584,1,0
69364,602,1416,1,0
69365,602,875,1,0
69366,602,1587,1,0
69368,181,1492,1,0
69369,82,1492,1,0
69371,547,1492,1,0
69373,548,1492,1,0
69376,603,894,1,0
69377,86,1343,1,0
69378,202,1594,1,0
69379,202,1596,1,0
69380,202,922,1,0
69381,202,1595,1,0
69382,202,1442,1,0
69383,221,1594,1,0
69384,221,1595,1,0
69385,221,1442,1,0
69386,221,1596,1,0
69387,604,1093,1,0
69392,605,1619,1,0
69393,605,1402,1,0
69394,605,1444,1,0
69395,605,875,1,0
69396,605,931,1,0
69397,605,1592,1,0
69398,605,1352,1,0
69399,605,1423,1,0
69400,605,1585,1,0
69401,605,1325,1,0
69402,605,1524,1,0
69421,430,1620,1,0
69422,430,1592,1,0
69423,430,1352,1,0
69424,430,1621,1,0
69425,430,1622,1,0
69426,430,1003,1,0
69427,430,1325,1,0
69428,430,1623,1,0
69438,394,875,1,0
69439,394,1586,1,0
69441,606,1043,1,0
69444,607,875,1,0
69445,550,1490,1,0
69446,34,1377,1,0
69447,92,1493,1,0
69448,92,1574,1,0
69449,608,1624,1,0
69450,609,1625,1,0
69451,610,1127,1,0
69456,611,1585,1,0
69458,611,875,1,0
69459,611,1587,1,0
69461,612,875,1,0
69462,612,1352,1,0
69464,612,1322,1,0
69465,282,1594,1,0
69466,282,1595,1,0
69467,282,1596,1,0
69468,142,1537,1,0
69469,142,1611,1,0
69470,142,1626,1,0
69471,142,1627,1,0
69472,142,1324,1,0
69473,15,1628,1,0
69474,15,1276,1,0
69475,15,931,1,0
69476,15,1051,1,0
69477,15,1629,1,0
69478,15,1630,1,0
69479,15,1574,1,0
69480,15,1069,1,0
69481,15,1066,1,0
69482,15,1631,1,0
69483,148,1627,1,0
69484,442,1534,1,0
69485,442,880,1,0
69487,442,999,1,0
69488,442,1358,1,0
69489,442,998,1,0
69493,214,1407,1,0
69494,214,1594,1,0
69495,214,1205,1,0
69496,214,1591,1,0
69497,214,1596,1,0
69498,214,1358,1,0
69499,214,1452,1,0
69500,214,1595,1,0
69501,214,1623,1,0
69502,576,1619,1,0
69503,576,880,1,0
69504,576,875,1,0
69505,576,1632,1,0
69506,421,1589,1,0
69507,421,1444,1,0
69508,421,880,1,0
69509,421,1633,1,0
69510,421,1584,1,0
69511,421,875,1,0
69513,33,1276,1,0
69514,33,1634,1,0
69515,33,1574,1,0
69517,33,1588,1,0
69518,33,1025,1,0
69519,33,1324,1,0
69520,33,1057,1,0
69521,341,1635,1,0
69522,341,1324,1,0
69523,411,1566,1,0
69524,411,1246,1,0
69525,80,942,1,0
69526,80,1072,1,0
69527,80,1066,1,0
69528,80,878,1,0
69529,613,1636,1,0
69530,255,1594,1,0
69531,255,1596,1,0
69532,255,1595,1,0
69533,255,1637,1,0
69543,423,1638,1,0
69547,614,1036,1,0
69548,615,875,1,0
69549,70,1037,1,0
69550,70,1639,1,0
69551,145,1146,1,0
69552,145,1043,1,0
69553,145,1080,1,0
69557,347,1352,1,0
69559,300,1195,1,0
69560,300,1264,1,0
69561,300,1573,1,0
69562,300,1576,1,0
69563,300,1574,1,0
69564,300,1575,1,0
69565,300,1214,1,0
69567,616,990,1,0
69569,616,992,1,0
69570,617,1036,1,0
69571,617,1074,1,0
69572,514,1015,1,0
69573,514,1067,1,0
69585,618,1263,1,0
69586,121,911,1,0
69587,234,887,1,0
69588,619,932,1,0
69589,232,1195,1,0
69590,232,1574,1,0
69591,232,1576,1,0
69592,232,1199,1,0
69593,232,1214,1,0
69594,232,1573,1,0
69595,232,1575,1,0
69596,232,1264,1,0
69598,108,1640,1,0
69602,409,1050,1,0
69604,440,1490,1,0
69608,416,1195,1,0
69609,416,1574,1,0
69610,416,1576,1,0
69611,416,1214,1,0
69612,416,1573,1,0
69613,416,1575,1,0
69614,416,1264,1,0
69615,620,1036,1,0
69616,129,1610,1,0
69617,621,1635,1,0
69618,78,932,1,0
69619,78,1090,1,0
69620,78,1641,1,0
69621,78,1642,1,0
69622,78,1028,1,0
69638,83,1276,1,0
69639,83,1643,1,0
69640,83,1069,1,0
69641,622,996,1,0
69642,623,988,1,0
69643,624,1644,1,0
69644,243,1124,1,0
69645,243,1595,1,0
69646,243,1596,1,0
69647,130,1310,1,0
69649,309,1596,1,0
69650,309,1595,1,0
69651,74,1066,1,0
69652,74,878,1,0
69654,276,1611,1,0
69655,625,1645,1,0
69667,626,1646,1,0
69668,627,1647,1,0
69670,628,1279,1,0
69671,629,1648,1,0
69672,629,1603,1,0
69673,629,1649,1,0
69674,629,1311,1,0
69675,629,1279,1,0
69676,630,1650,1,0
69677,292,1188,1,0
69680,11,982,1,0
69681,11,1069,1,0
69682,11,932,1,0
69685,572,1387,1,0
69686,395,1044,1,0
69687,395,1043,1,0
69688,395,1080,1,0
69689,387,1639,1,0
69690,631,1329,1,0
69691,464,1619,1,0
69692,464,875,1,0
69693,464,1358,1,0
69694,464,1224,1,0
69696,464,1568,1,0
69697,632,1574,1,0
69698,632,1276,1,0
69699,552,1036,1,0
69701,552,1074,1,0
69703,399,1015,1,0
69704,399,1310,1,0
69705,496,875,1,0
69706,496,1587,1,0
69707,71,1037,1,0
69708,71,1639,1,0
69709,240,1596,1,0
69710,240,1595,1,0
69711,241,1596,1,0
69712,241,1595,1,0
69713,242,1596,1,0
69714,242,1595,1,0
69715,563,1044,1,0
69716,563,1452,1,0
69717,563,1441,1,0
69718,563,1595,1,0
69719,563,1276,1,0
69720,563,1651,1,0
69721,563,1596,1,0
69728,110,999,1,0
69729,633,1650,1,0
69731,61,875,1,0
69732,61,958,1,0
69733,61,1005,1,0
69734,61,1452,1,0
69736,69,1652,1,0
69737,69,1653,1,0
69738,69,1639,1,0
69744,634,1128,1,0
69746,445,1619,1,0
69747,445,875,1,0
69748,445,1246,1,0
69749,422,1654,1,0
69750,422,1655,1,0
69751,635,875,1,0
69757,636,1656,1,0
69758,636,1089,1,0
69760,283,1595,1,0
69761,283,1596,1,0
69762,223,1580,1,0
69763,438,1376,1,0
69764,7,941,1,0
69765,7,900,1,0
69766,306,1596,1,0
69767,306,1595,1,0
69768,538,1266,1,0
69770,538,1657,1,0
69771,538,1223,1,0
69772,637,1311,1,0
69773,638,1319,1,0
69774,638,1276,1,0
69775,639,1635,1,0
69776,107,934,1,0
69784,98,1658,1,0
69785,98,998,1,0
69787,56,1580,1,0
