,from,to,references
717,EIF4EBP1,EIF4E,BioGRID:10364159;BioGRID:10405182;BioGRID:10698949;BioGRID:11605658;BioGRID:12071973;BioGRID:12588975;BioGRID:12747804;BioGRID:16242075;BioGRID:18957614;BioGRID:21798997;CA1:7935836;CancerCellMap:12105188;DIP:18955708;DIP:20880835;DIP:21191102;DIP:22678294;ELM:10394359;ELM:10406811;HPRD:10405182;HPRD:10772338;HPRD:11553333;HPRD:11605658;HPRD:12071973;HPRD:15094042;HPRD:16271312;HPRD:16648488;HPRD:16824195;HPRD:17254965;HPRD:7935836;HPRD:8816458;InnateDB:10022874;InnateDB:10330171;InnateDB:11605658;InnateDB:12482586;InnateDB:12604610;InnateDB:12747827;InnateDB:12867426;InnateDB:15153109;InnateDB:16189514;InnateDB:16242075;InnateDB:16271312;InnateDB:16467844;InnateDB:16648488;InnateDB:16824195;InnateDB:17316564;InnateDB:17353931;InnateDB:17689282;InnateDB:8521827;IntAct:10772338;IntAct:15153109;IntAct:16189514;IntAct:16504179;IntAct:17353931;IntAct:18955708;IntAct:19834456;IntAct:20224576;IntAct:20880835;IntAct:21191102;IntAct:22678294;IntAct:24211447;IntAct:24722188;IntAct:25416956;IntAct:32296183;IntAct:35044719;IntAct:7651417;IntAct:7935836;Lit-BM-17:10364159;Lit-BM-17:10405182;Lit-BM-17:10698949;Lit-BM-17:10753870;Lit-BM-17:10772338;Lit-BM-17:11605658;Lit-BM-17:12071973;Lit-BM-17:12588975;Lit-BM-17:12747804;Lit-BM-17:15153109;Lit-BM-17:15767663;Lit-BM-17:16242075;Lit-BM-17:16504179;Lit-BM-17:16648488;Lit-BM-17:16798736;Lit-BM-17:16824195;Lit-BM-17:17353931;Lit-BM-17:18955708;Lit-BM-17:18957614;Lit-BM-17:19834456;Lit-BM-17:20224576;Lit-BM-17:21798997;Lit-BM-17:22509910;Lit-BM-17:22586265;Lit-BM-17:24211447;Lit-BM-17:24722188;Lit-BM-17:26186194;Lit-BM-17:7651417;Lit-BM-17:7935836;NetPath:12105188;SIGNOR:23584478;SPIKE:11146653;SPIKE:12105188;SPIKE:15550948;SPIKE:15661536;SPIKE:16189514;SPIKE:17353931;SPIKE:7935836;SPIKE_LC:11146653;SPIKE_LC:12105188;SPIKE_LC:15550948;SPIKE_LC:15661536;SPIKE_LC:16189514;SPIKE_LC:17353931;SPIKE_LC:7935836
718,MTOR,EIF4EBP1,ARN:12150926;ARN:12747827;ARN:15066126;ARN:17693255;ARN:20537536;ARN:9826548;BioGRID:20537536;CA1:8895571;CancerCellMap:12105188;HPRD-phos:10779345;HPRD-phos:11777913;HPRD-phos:12747827;HPRD-phos:17287340;HPRD-phos:18669648;HPRD-phos:18767875;HPRD-phos:19413330;HPRD-phos:19651622;HPRD-phos:19664995;HPRD-phos:20068231;HPRD-phos:9092573;HPRD-phos:9405468;HPRD:10364159;HPRD:10779345;HPRD:10942774;HPRD:11438723;HPRD:11691836;HPRD:11777913;HPRD:12105188;HPRD:12665511;HPRD:8083223;HPRD:9092573;HPRD:9405468;HPRD:9465032;InnateDB:12150926;InnateDB:12604610;InnateDB:12747827;InnateDB:15066126;InnateDB:16824195;InnateDB:17517883;InnateDB:17693255;InnateDB:17991864;InnateDB:20537536;InnateDB:9465032;KEA:10364159;KEA:10405182;KEA:10779345;KEA:10942774;KEA:11691836;KEA:11777913;KEA:12105188;KEA:12370290;KEA:12588975;KEA:12665511;KEA:12912989;KEA:17043358;KEA:17081983;KEA:17386266;KEA:8083223;KEA:9092573;KEA:9405468;KEA:9465032;ProtMapper:10364159;ProtMapper:10405182;ProtMapper:10942774;ProtMapper:12370290;ProtMapper:12747827;ProtMapper:15070431;ProtMapper:15767663;ProtMapper:16242075;ProtMapper:16404421;ProtMapper:17510057;ProtMapper:17717968;ProtMapper:18283322;ProtMapper:19147279;ProtMapper:19209957;ProtMapper:19291795;ProtMapper:20227039;ProtMapper:20670887;ProtMapper:21190521;ProtMapper:22873724;ProtMapper:23077579;ProtMapper:23360111;ProtMapper:23486913;ProtMapper:23972597;ProtMapper:24205284;ProtMapper:24303063;ProtMapper:25686248;ProtMapper:26255626;ProtMapper:26985829;ProtMapper:28272965;ProtMapper:9204908;ProtMapper:9405468;ProtMapper:9465032;SIGNOR:10942774;SIGNOR:12747827;SIGNOR:17510057;SIGNOR:20670887;SIGNOR:23486913;SIGNOR:9204908;SIGNOR:9465032;SPIKE:16288292;SPIKE:9465032;SPIKE_LC:16288292;SPIKE_LC:9465032;dbPTM:12747827;dbPTM:17287340;dbPTM:17487921;dbPTM:18220336;dbPTM:18669648;dbPTM:19413330;dbPTM:19690332;iPTMnet:10779345;iPTMnet:10942774;iPTMnet:11777913;iPTMnet:12370290;iPTMnet:12747827;iPTMnet:12912989;iPTMnet:17287340;iPTMnet:17510057;iPTMnet:18669648;iPTMnet:18767875;iPTMnet:19413330;iPTMnet:19651622;iPTMnet:19664995;iPTMnet:20068231;iPTMnet:9092573;iPTMnet:9204908;iPTMnet:9405468;iPTMnet:9465032;phosphoELM:12370290;phosphoELM:12912989;phosphoELM:9405468
719,EIF4EBP3,EIF4E,BioGRID:12482586;BioGRID:9593750;CA1:7935836;CA1:9472019;ELM:10394359;HPRD:12482586;HPRD:16271312;HPRD:9593750;IntAct:15153109;IntAct:24722188;IntAct:25416956;IntAct:32296183;IntAct:9593750;Lit-BM-17:12482586;Lit-BM-17:15153109;Lit-BM-17:24722188;Lit-BM-17:9593750;SPIKE:11847216;SPIKE:15550948;SPIKE:16189514;SPIKE:9593750;SPIKE_LC:11847216;SPIKE_LC:15550948;SPIKE_LC:16189514;SPIKE_LC:9593750
720,TP53,CCNK,SPIKE:18431400;SPIKE_LC:18431400
721,BCL10,IKBKG,BioGRID:19897484;HPRD:14695475;InnateDB:14695475;IntAct:17363905;IntAct:18287044;IntAct:27070702;SIGNOR:18287044;SPIKE:14695475;SPIKE_LC:14695475;SPIKE_LC:17363905
722,TP53,CASP6,SPIKE:12089322;SPIKE:18431400;SPIKE_LC:12089322;SPIKE_LC:18431400
723,TP53,CASP10,SPIKE:14688482;SPIKE_LC:14688482
724,TP53,CASP1,SPIKE:18431400;SPIKE_LC:18431400
725,MAP3K14,IKBKB,HPRD:10195894;HPRD:9346485;InnateDB:10713178;InnateDB:11278268;IntAct:10733566;IntAct:14743216;IntAct:9520446;KEA:10022904;KEA:10195894;KEA:10779355;KEA:11460167;KEA:9689078;Macrophage:16285893;NetPath:14743216;SIGNOR:9520446;SPIKE:10072079;SPIKE:14743216;SPIKE:17145710;SPIKE_LC:10072079;SPIKE_LC:14743216;SPIKE_LC:17145710;iPTMnet:10022904;iPTMnet:10195894;iPTMnet:10779355;iPTMnet:9689078
726,TP53,RGCC,SPIKE:18431400;SPIKE_LC:18431400
727,TP53,BNIP3L,SPIKE:18431400;SPIKE_LC:18431400
728,IKBKB,TNFAIP3,BioGRID:11594795;HPRD:11594795;InnateDB:17709380;PhosphoSite:17709380;PhosphoSite:26649818;PhosphoSite:33154446;ProtMapper:17709380;ProtMapper:21119682;ProtMapper:22343828;ProtMapper:22522061
729,TNFAIP3,IKBKB,BioGRID:11594795;HPRD:11594795;InnateDB:17709380;SPIKE:16684768;SPIKE_LC:16684768
730,TP53,BIRC5,ACSN:11714700;ACSN:11965534;ACSN:19211844;SIGNOR:11714700;SPIKE:11714700;SPIKE_LC:11714700
731,TNIP1,IKBKG,BioGRID:20010814;IntAct:21988832;Lit-BM-17:18212736;Lit-BM-17:20010814;Lit-BM-17:21988832;SPIKE:16684768;SPIKE_LC:16684768
732,E2F2,EZH2,ACSN:14532106;SPIKE:14532106;SPIKE:18319725;SPIKE_LC:14532106;SPIKE_LC:18319725
733,E2F4,CDT1,ACSN:14990995;ACSN:16144839;SPIKE:14990995;SPIKE:18319725;SPIKE_LC:14990995;SPIKE_LC:18319725
734,E2F1,DBF4,ACSN:12015319;SPIKE:18319725;SPIKE:18503552;SPIKE_LC:18319725;SPIKE_LC:18503552
735,E2F1,CCNA2,ACSN:15510213;HPRD:12501191;SPIKE:11420730;SPIKE:18319725;SPIKE_LC:11420730;SPIKE_LC:18319725
736,ATM,NFAT5,KEA:15173573;PhosphoSite:15173573;ProtMapper:15173573;SIGNOR:15173573;SPIKE:15173573;SPIKE:15840767;SPIKE_LC:15173573;SPIKE_LC:15840767;iPTMnet:15173573;phosphoELM:15173573
737,IL22,IL10RB,Baccin2019:10875937;CellTalkDB:10875937;Guide2Pharma:29608910;HPRD:10875937;LRdb:10875937;Lit-BM-17:10875937;Lit-BM-17:12513909;Lit-BM-17:15120653;SIGNOR:17208301;SPIKE:18509351;SPIKE_LC:18509351;SignaLink3:10875937;SignaLink3:17208301;SignaLink3:23331499;connectomeDB2020:10875937
738,TP53,CD82,SPIKE:18431400;SPIKE_LC:18431400
739,EPO,EPOR,Baccin2019:10318834;Baccin2019:16982323;Baccin2019:9442088;Baccin2019:9808045;BioGRID:10318834;BioGRID:15358619;BioGRID:17327410;BioGRID:9808045;Cellinker:10318834;Cellinker:16982323;Cellinker:9442088;Cellinker:9808045;DIP:10318834;DIP:8662939;DIP:9030560;DIP:9774108;Guide2Pharma:16982323;HPMR:9442088;HPRD:10318834;HPRD:9808045;ICELLNET:2163696;ICELLNET:9974393;InnateDB:21889455;InnateDB:9774108;IntAct:29997244;IntAct:9774108;LRdb:10318834;LRdb:16982323;LRdb:9442088;LRdb:9808045;Lit-BM-17:10318834;Lit-BM-17:15358619;Lit-BM-17:17327410;Lit-BM-17:8662939;Lit-BM-17:9030560;Lit-BM-17:9774108;Lit-BM-17:9808045;SIGNOR:9442088;SIGNOR:9774108;SPIKE:18586265;SPIKE_LC:17145710;SPIKE_LC:18586265;SignaLink3:23331499;SignaLink3:9774108;connectomeDB2020:10318834;connectomeDB2020:16982323;connectomeDB2020:9442088;connectomeDB2020:9808045;scConnect:16982323
740,TP53,CDC25C,HPRD:10853038;HPRD:16753148;ProtMapper:29302370;SPIKE:18431400;SPIKE_LC:16713569;SPIKE_LC:18431400
741,CDC25C,TP53,HPRD-phos:16753148;HPRD:10853038;HPRD:16753148;SPIKE_LC:16713569
742,MAPKAPK2,TSC2,HPRD:12582162;KEA:12582162;PhosphoSite:12582162;ProtMapper:12582162;ProtMapper:26844254;ProtMapper:26844273;SIGNOR:12582162;SPIKE:18075516;SPIKE_LC:18075516;iPTMnet:12582162;phosphoELM:12582162
743,TP53,CHMP4C,SPIKE:18431400;SPIKE_LC:18431400
744,TP53,COL18A1,SPIKE:18431400;SPIKE_LC:18431400
745,JAK2,STAT3,BioGRID:27351213;BioGRID:34707127;BioGRID:9211920;CancerCellMap:15156153;CancerCellMap:15284024;HPRD-phos:10918587;HPRD-phos:11294897;HPRD-phos:11350938;HPRD-phos:11940572;HPRD-phos:12244095;HPRD-phos:12576423;HPRD-phos:12626508;HPRD-phos:14551213;HPRD-phos:16497976;HPRD-phos:17016520;HPRD-phos:17389395;HPRD-phos:19901323;HPRD-phos:8626374;HPRD:10918587;HPRD:10925297;HPRD:11294897;HPRD:11350938;HPRD:11940572;HPRD:12244095;HPRD:12576423;HPRD:12626508;HPRD:14551213;HPRD:8626374;InnateDB:15284024;KEA:10918587;KEA:11294897;KEA:11350938;KEA:11429593;KEA:11850821;KEA:11940572;KEA:12244095;KEA:12576423;KEA:12626508;KEA:14551213;KEA:15592455;KEA:8272872;KEA:8626374;KEA:9083098;KEA:9305919;KEA:9566874;KEA:9582023;NetPath:15156153;NetPath:15284024;NetPath:16306356;PhosphoSite:11803465;PhosphoSite:12075083;PhosphoSite:12626585;PhosphoSite:12637586;PhosphoSite:14701810;PhosphoSite:15077188;PhosphoSite:15151905;PhosphoSite:15615703;PhosphoSite:15786731;PhosphoSite:15950906;PhosphoSite:16319070;PhosphoSite:16469875;PhosphoSite:17360477;PhosphoSite:17401459;PhosphoSite:17565041;PhosphoSite:18498667;PhosphoSite:18718905;PhosphoSite:18939995;PhosphoSite:19147545;PhosphoSite:19159681;PhosphoSite:20455003;PhosphoSite:20826784;PhosphoSite:21098725;PhosphoSite:21166956;PhosphoSite:21481791;PhosphoSite:21575192;PhosphoSite:22153071;PhosphoSite:22306293;PhosphoSite:23906537;PhosphoSite:24316223;PhosphoSite:24793791;PhosphoSite:25915428;PhosphoSite:25962054;PhosphoSite:26008966;PhosphoSite:26175413;PhosphoSite:26307676;PhosphoSite:26675255;PhosphoSite:26699492;PhosphoSite:26787900;PhosphoSite:27086926;PhosphoSite:27181202;PhosphoSite:27344175;PhosphoSite:27748760;PhosphoSite:27941883;PhosphoSite:29162862;PhosphoSite:30054295;PhosphoSite:31914141;PhosphoSite:31976162;PhosphoSite:32087696;PhosphoSite:32094172;PhosphoSite:33512408;PhosphoSite:33513694;PhosphoSite:33774038;PhosphoSite:33774344;PhosphoSite:33820781;PhosphoSite:33824475;PhosphoSite:33839684;PhosphoSite:33846242;PhosphoSite:33909625;PhosphoSite:33986510;PhosphoSite:34031055;PhosphoSite:34066153;PhosphoSite:34067421;PhosphoSite:34118143;PhosphoSite:34247191;PhosphoSite:34433042;PhosphoSite:8626374;ProtMapper:10207096;ProtMapper:11940572;ProtMapper:12529382;ProtMapper:15322111;ProtMapper:18525315;ProtMapper:21285325;ProtMapper:23166634;ProtMapper:24501689;ProtMapper:25986861;ProtMapper:26188635;ProtMapper:28827891;ProtMapper:28978186;ProtMapper:29290793;ProtMapper:29449694;ProtMapper:9575217;SIGNOR:9575217;SPIKE:12595539;SPIKE:15156153;SPIKE_LC:12595539;SPIKE_LC:15156153;SignaLink3:10918587;SignaLink3:10925297;SignaLink3:11294897;SignaLink3:11350938;SignaLink3:11445068;SignaLink3:11940572;SignaLink3:12244095;SignaLink3:12576423;SignaLink3:12626508;SignaLink3:14551213;SignaLink3:18988627;SignaLink3:19834108;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:8626374;iPTMnet:10918587;iPTMnet:11294897;iPTMnet:11350938;iPTMnet:11940572;iPTMnet:12244095;iPTMnet:12576423;iPTMnet:12626508;iPTMnet:14551213;iPTMnet:16497976;iPTMnet:17016520;iPTMnet:17389395;iPTMnet:19901323;iPTMnet:8626374;iPTMnet:9575217;iPTMnet:9582023;phosphoELM:9582023
746,TP53,DKK1,SPIKE:18431400;SPIKE_LC:18431400
747,TP53,DDR1,SPIKE:18431400;SPIKE_LC:18431400
748,KSR2,MAP3K8,InnateDB:12975377;SPIKE:12975377;SPIKE_LC:12975377
749,CHEK2,TP53,ACSN:15024084;ACSN:15140942;ACSN:15459660;ACSN:15810020;ACSN:17464182;ACSN:18566216;ACSN:19788416;BioGRID:10710310;BioGRID:12810724;BioGRID:18833288;HPRD:17157788;IntAct:10724175;IntAct:15862297;IntAct:18833288;KEA:10673501;KEA:10801407;KEA:11551930;KEA:11709713;KEA:11875057;KEA:12111733;KEA:12242661;KEA:12548019;KEA:15254178;KEA:15489221;KEA:17339337;ProtMapper:10656682;ProtMapper:10673501;ProtMapper:10710310;ProtMapper:10801407;ProtMapper:11063934;ProtMapper:11173129;ProtMapper:11728459;ProtMapper:12052256;ProtMapper:15279785;ProtMapper:15467443;ProtMapper:15659650;ProtMapper:15700044;ProtMapper:16893723;ProtMapper:17118344;ProtMapper:17339337;ProtMapper:18614044;ProtMapper:18725978;ProtMapper:18778462;ProtMapper:18812180;ProtMapper:19544417;ProtMapper:19923893;ProtMapper:19933256;ProtMapper:20081365;ProtMapper:20096447;ProtMapper:20183804;ProtMapper:20514219;ProtMapper:20526329;ProtMapper:20651945;ProtMapper:20860841;ProtMapper:20950777;ProtMapper:21187893;ProtMapper:21526939;ProtMapper:21625617;ProtMapper:22420423;ProtMapper:22649771;ProtMapper:22778557;ProtMapper:22797063;ProtMapper:22891162;ProtMapper:23144912;ProtMapper:23316480;ProtMapper:23351141;ProtMapper:23843721;ProtMapper:23892398;ProtMapper:24358900;ProtMapper:24553354;ProtMapper:25174607;ProtMapper:25372714;ProtMapper:25404613;ProtMapper:25545885;ProtMapper:25823026;ProtMapper:26384650;ProtMapper:26610585;ProtMapper:28038466;ProtMapper:28140789;ProtMapper:29805302;SIGNOR:10656682;SIGNOR:10673501;SIGNOR:10710310;SIGNOR:10801407;SIGNOR:15659650;SIGNOR:17339337;SPIKE:10710310;SPIKE:12781359;SPIKE:18319725;SPIKE:9733514;SPIKE:9733515;SPIKE:9843217;SPIKE_LC:10710310;SPIKE_LC:10724175;SPIKE_LC:12781359;SPIKE_LC:18319725;SPIKE_LC:9733514;SPIKE_LC:9733515;SPIKE_LC:9843217;dbPTM:10570149;dbPTM:11447225;dbPTM:11551930;dbPTM:12810724;dbPTM:20041275;iPTMnet:10656682;iPTMnet:10673501;iPTMnet:10710310;iPTMnet:10801407;iPTMnet:15659650;iPTMnet:17339337;phosphoELM:17339337
750,NFKB1,MAP3K8,CancerCellMap:9950430;HPRD:16291755;HPRD:9950430;InnateDB:15169888;IntAct:12832462;IntAct:14743216;IntAct:21988832;Lit-BM-17:12832462;Lit-BM-17:14743216;Lit-BM-17:15169888;Lit-BM-17:16291755;Lit-BM-17:21988832;Lit-BM-17:25609649;Lit-BM-17:25852190;Lit-BM-17:9950430;NetPath:9950430;ProtMapper:23557442;SIGNOR:22435554;SPIKE:12832462;SPIKE:14743216;SPIKE:17145710;SPIKE:9950430;SPIKE_LC:12832462;SPIKE_LC:14743216;SPIKE_LC:17145710;SPIKE_LC:9950430
751,TP53,CTSD,SPIKE:18431400;SPIKE_LC:18431400
752,ATM,STK11,ACSN:12234250;ACSN:20160076;HPRD-phos:11853558;HPRD-phos:12234250;HPRD:11853558;HPRD:12234250;KEA:11853558;KEA:12234250;KEA:17570479;ProtMapper:12234250;ProtMapper:18971907;ProtMapper:20864035;ProtMapper:21191146;ProtMapper:25244018;ProtMapper:25329316;ProtMapper:25488815;ProtMapper:29284117;SIGNOR:12234250;SPIKE:12234250;SPIKE:20160076;SPIKE_LC:12234250;SPIKE_LC:20160076;dbPTM:12805220;iPTMnet:11853558;iPTMnet:12234250;phosphoELM:12234250
753,TP53,CRYZ,SPIKE:18431400;SPIKE_LC:18431400
754,TP53,DDIT4,SPIKE:18431400;SPIKE_LC:18431400
755,HIPK2,TP53,BioGRID:11925430;BioGRID:22110707;HPRD-phos:11780126;HPRD-phos:11875057;HPRD-phos:16212962;HPRD:11780126;HPRD:11875057;HPRD:11925430;HPRD:15896780;IntAct:15896780;IntAct:16212962;KEA:11780126;KEA:11875057;KEA:16212962;KEA:16729035;Lit-BM-17:11740489;Lit-BM-17:11925430;Lit-BM-17:15896780;Lit-BM-17:16212962;Lit-BM-17:21057547;Lit-BM-17:25313037;ProtMapper:11740489;ProtMapper:11780126;ProtMapper:15865933;ProtMapper:16212962;ProtMapper:16601678;ProtMapper:17203463;ProtMapper:17210684;ProtMapper:17332358;ProtMapper:17349959;ProtMapper:17906639;ProtMapper:19128456;ProtMapper:19714248;ProtMapper:19731416;ProtMapper:19828042;ProtMapper:19946469;ProtMapper:20171273;ProtMapper:20418953;ProtMapper:20508833;ProtMapper:20849851;ProtMapper:21192925;ProtMapper:21258400;ProtMapper:21855806;ProtMapper:22110707;ProtMapper:22545114;ProtMapper:22889244;ProtMapper:22935610;ProtMapper:23091802;ProtMapper:23293771;ProtMapper:23316480;ProtMapper:23536002;ProtMapper:23700162;ProtMapper:23717325;ProtMapper:23814485;ProtMapper:23945296;ProtMapper:24101931;ProtMapper:24145406;ProtMapper:24211575;ProtMapper:24829283;ProtMapper:25210797;ProtMapper:25313037;ProtMapper:25364713;ProtMapper:26942128;ProtMapper:27019364;ProtMapper:27308326;ProtMapper:27308327;ProtMapper:27689990;ProtMapper:27787517;ProtMapper:27901482;ProtMapper:28107201;ProtMapper:28122345;ProtMapper:28893313;SIGNOR:17210684;SPIKE:17332358;SPIKE_LC:15896780;SPIKE_LC:16713569;SPIKE_LC:17332358;iPTMnet:11740489;iPTMnet:11780126;iPTMnet:11875057;iPTMnet:16212962;iPTMnet:16729035;iPTMnet:17203463;iPTMnet:17210684;iPTMnet:19828042;iPTMnet:22011578;phosphoELM:11780126;phosphoELM:16729035
756,TP53,CX3CL1,SPIKE:18431400;SPIKE_LC:18431400
757,ATM,HIPK2,SPIKE:17332358;SPIKE:19788416;SPIKE_LC:17332358;SPIKE_LC:19788416
758,ATM,PPP2R5D,SPIKE:21460856;SPIKE_LC:17525332;SPIKE_LC:21460856
759,ATM,PPP2R5C,PhosphoSite:21460856;SPIKE:21460856;SPIKE_LC:21460856
760,DACT2,ACVR1B,SPIKE:17197390;SPIKE:21718540;SPIKE_LC:17197390;SPIKE_LC:21718540
761,CASP1,GAPDH,SPIKE:17959595;SPIKE_LC:17959595
762,CXCL16,CXCR6,Baccin2019:11017100;Baccin2019:11290797;Baccin2019:14625285;CellTalkDB:14625285;Cellinker:11017100;Cellinker:11290797;Cellinker:14625285;Guide2Pharma:11290797;HPMR:14625285;HPRD:11017100;HPRD:11290797;ICELLNET:22633458;LRdb:11017100;LRdb:11290797;LRdb:14625285;SPIKE:14625285;SPIKE_LC:14625285;connectomeDB2020:11017100;connectomeDB2020:11290797;connectomeDB2020:14625285;scConnect:11290797
763,CASP1,IL37,InnateDB:12096920;SPIKE:12096920;SPIKE_LC:12096920
764,CASP1,CASP7,SPIKE:18667412;SPIKE_LC:18667412
765,GTF2I,CCND1,SPIKE:16314517;SPIKE_LC:16314517
766,KLKB1,PRKAG1,SPIKE:18353705;SPIKE_LC:18353705
767,CASP1,IL33,InnateDB:19439663;SPIKE:16286016;SPIKE_LC:16286016
768,CCL3L3,CCR5,Baccin2019:10364178;Baccin2019:10477718;Baccin2019:11170631;Baccin2019:11700073;Baccin2019:11734558;Baccin2019:12964882;Baccin2019:16298345;Baccin2019:9790730;BioGRID:11734558;CellTalkDB:10364178;Cellinker:10364178;Cellinker:11449371;Cellinker:11734558;HPRD:10364178;HPRD:11449371;HPRD:11734558;ICELLNET:22633458;LRdb:11;LRdb:11734558;SPIKE:11734558;SPIKE_LC:11734558;connectomeDB2020:10364178;connectomeDB2020:11449371;connectomeDB2020:11734558
769,ASF1A,CHAF1B,DIP:16980972;HPRD:11897662;IntAct:16980972;SPIKE:11897662;SPIKE_LC:11897662
770,TNFRSF10C,TNFSF10,HPRD:9314565;HPRD:9325248;HPRD:9613612;Lit-BM-17:20103630;Lit-BM-17:9325248;SIGNOR:20103630;SPIKE:9325248;SPIKE_LC:9325248
771,TNFSF10,TNFRSF10C,CellTalkDB:9314565;Cellinker:9314565;Cellinker:9325248;Cellinker:9613612;HPMR:9325248;HPRD:9314565;HPRD:9325248;HPRD:9613612;ICELLNET:11239407;LRdb:9314565;LRdb:9325248;LRdb:9613612;Lit-BM-17:20103630;Lit-BM-17:9325248;SPIKE:9082980;SPIKE:9314565;SPIKE_LC:9082980;SPIKE_LC:9314565;connectomeDB2020:9314565;connectomeDB2020:9325248;connectomeDB2020:9613612
772,MAP3K7,IKBKB,BioGRID:18316610;HPRD:10022904;HPRD:10195894;HPRD:10779355;HPRD:11460167;HPRD:9689078;InnateDB:10187861;InnateDB:10807933;InnateDB:11460167;IntAct:17363973;IntAct:33895773;KEA:10022904;KEA:10195894;KEA:10779355;KEA:11460167;KEA:9689078;Macrophage:10094049;Macrophage:10187861;Macrophage:10195894;Macrophage:10837071;Macrophage:11129660;Macrophage:11460167;Macrophage:12547194;Macrophage:14530355;Macrophage:15214841;Macrophage:15327770;Macrophage:15502405;Macrophage:15620648;Macrophage:15691841;Macrophage:15836773;Macrophage:16186825;Macrophage:16260493;Macrophage:16493424;Macrophage:17965022;NetPath:12547194;ProtMapper:11460167;ProtMapper:24911653;ProtMapper:25195736;ProtMapper:25659581;ProtMapper:28159912;ProtMapper:28475177;ProtMapper:29748387;SIGNOR:11460167;SIGNOR:19632174;SPIKE:12547194;SPIKE:16006187;SPIKE:16301747;SPIKE:17363973;SPIKE_LC:12547194;SPIKE_LC:16006187;SPIKE_LC:16301747;SPIKE_LC:17363973;iPTMnet:10022904;iPTMnet:10195894;iPTMnet:10779355;iPTMnet:11460167;iPTMnet:9689078
773,STK11,PRKAG1,ACSN:15509864;ACSN:19197243;ACSN:20160076;ACSN:8910387;SPIKE:15509864;SPIKE:15661536;SPIKE_LC:15509864;SPIKE_LC:15661536
774,ASF1B,CHAF1B,DIP:16980972;HPRD:11897662;IntAct:16980972;IntAct:17353931;SPIKE:11897662;SPIKE_LC:11897662;SPIKE_LC:17145710;SPIKE_LC:17353931
775,TNFRSF10A,TNFRSF10B,HPRD:16319225;HPRD:9430228;SPIKE:9430228;SPIKE_LC:9430228
776,KAT8,H4C2,SPIKE:15923642;SPIKE:16024812;SPIKE:19056256;SPIKE:20479123;SPIKE_LC:15923642;SPIKE_LC:16024812;SPIKE_LC:19056256;SPIKE_LC:20479123
777,PARP1,SUPT16H,SPIKE:16682447;SPIKE:18406329;SPIKE_LC:16682447;SPIKE_LC:18406329
778,TNFRSF10A,RIPK1,HPRD:9430227;SPIKE:9430227;SPIKE_LC:9430227
779,TNFRSF10B,RIPK1,HPRD:9430227;SPIKE:9430227;SPIKE_LC:9430227
780,NMI,STAT1,HPRD:9989503;SPIKE:16189514;SPIKE:17085014;SPIKE:9989503;SPIKE_LC:16189514;SPIKE_LC:17085014;SPIKE_LC:9989503
781,KRT18,TRADD,HPRD:11684708;IntAct:11684708;Lit-BM-17:11684708;SPIKE:11684708;SPIKE_LC:11684708
782,MYC,PMAIP1,SPIKE:15856024;SPIKE_LC:15856024
783,ATM,ABL1,ACSN:11804596;ACSN:11877377;ACSN:12607003;ACSN:15459660;ACSN:15964794;ACSN:16163361;ACSN:17303408;ACSN:19788416;ACSN:23847781;ACSN:9168117;DIP:9168117;HPRD-phos:9168116;HPRD:9168116;HPRD:9168117;IntAct:11375976;IntAct:9168117;KEA:17570479;KEA:9168116;Lit-BM-17:10212258;Lit-BM-17:11375976;Lit-BM-17:17409407;Lit-BM-17:20798688;Lit-BM-17:9168116;Lit-BM-17:9168117;ProtMapper:22084676;ProtMapper:22334513;ProtMapper:9168116;ProtMapper:9561848;SIGNOR:9168116;SIGNOR:9168117;SPIKE:15686624;SPIKE:9168116;SPIKE_LC:15686624;SPIKE_LC:17145710;SPIKE_LC:9168116;SignaLink3:10212258;SignaLink3:11375976;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:9168116;SignaLink3:9168117;iPTMnet:9168116;phosphoELM:9168116
784,TNFRSF10A,TRADD,HPRD:9430227;SPIKE:9430227;SPIKE:9430228;SPIKE_LC:9430227;SPIKE_LC:9430228
785,TNFRSF10B,TRADD,HPRD:9430227;SPIKE:9430227;SPIKE:9430228;SPIKE_LC:9430227;SPIKE_LC:9430228
