,Src,Dst,Weight,edge_type
4994,686,5922,1,0
4995,1137,4861,1,0
4996,682,5070,1,0
4997,26,5024,1,0
4998,26,4961,1,0
4999,266,5099,1,0
5000,755,4949,1,0
5001,755,5217,1,0
5003,1051,5370,1,0
5004,1051,5090,1,0
5006,1051,5758,1,0
5007,1051,6074,1,0
5008,1075,4978,1,0
5009,1075,4980,1,0
5011,1051,6075,1,0
5014,1137,4970,1,0
5015,176,4970,1,0
5016,261,5072,1,0
5017,1137,4980,1,0
5019,1138,5134,1,0
5020,342,5009,1,0
5022,369,4991,1,0
5024,470,5164,1,0
5025,1012,5379,1,0
5026,118,5395,1,0
5027,583,4880,1,0
5028,686,4950,1,0
5029,176,5538,1,0
5030,1139,5475,1,0
5031,1140,6076,1,0
5032,724,4972,1,0
5033,415,4972,1,0
5035,1141,5172,1,0
5036,547,4929,1,0
5037,547,5749,1,0
5038,922,5172,1,0
5039,1142,4929,1,0
5041,210,5069,1,0
5042,284,4995,1,0
5043,374,5172,1,0
5044,1143,5195,1,0
5046,176,5172,1,0
5047,955,5172,1,0
5049,114,4972,1,0
5050,284,4945,1,0
5051,922,5637,1,0
5052,922,5635,1,0
5053,115,6077,1,0
5054,1144,6077,1,0
5056,1145,4901,1,0
5057,1146,5162,1,0
5058,409,5265,1,0
5059,179,4929,1,0
5060,1147,5633,1,0
5061,748,5273,1,0
5063,170,6078,1,0
5064,170,5849,1,0
5067,1148,4950,1,0
5068,176,5217,1,0
5069,1149,5469,1,0
5070,383,6079,1,0
5071,672,5003,1,0
5073,114,5761,1,0
5074,114,5844,1,0
5075,1150,4875,1,0
5076,75,6031,1,0
5077,75,6080,1,0
5078,75,6080,1,0
5079,1151,4873,1,0
5080,809,5667,1,0
5081,1145,4873,1,0
5082,809,6077,1,0
5083,140,4878,1,0
5084,1152,5296,1,0
5085,1153,5010,1,0
5086,946,6077,1,0
5087,1145,5780,1,0
5088,946,5014,1,0
5089,447,5780,1,0
5090,1154,4878,1,0
5091,946,5667,1,0
5092,1151,5780,1,0
5093,447,4873,1,0
5094,809,5014,1,0
5095,1155,4878,1,0
5096,922,5572,1,0
5097,989,4878,1,0
5098,116,6081,1,0
5099,1153,4878,1,0
5100,1156,4878,1,0
5101,1157,4878,1,0
5102,1153,5063,1,0
5103,110,4972,1,0
5104,528,4871,1,0
5105,110,5052,1,0
5106,110,6082,1,0
5107,999,4871,1,0
5108,110,6083,1,0
5109,224,4871,1,0
5110,258,4970,1,0
5111,258,4970,1,0
5112,258,4980,1,0
5113,258,4980,1,0
5115,1158,5052,1,0
5116,176,4972,1,0
5117,698,6084,1,0
5118,179,5511,1,0
5119,1035,6085,1,0
5120,110,4908,1,0
5121,155,4871,1,0
5123,1035,6086,1,0
5124,1159,5129,1,0
5125,1035,6087,1,0
5126,1160,5291,1,0
5127,1035,5986,1,0
5128,1161,5240,1,0
5129,110,5457,1,0
5130,1035,5988,1,0
5131,1161,6088,1,0
5132,176,4985,1,0
5133,1035,5920,1,0
5134,207,5174,1,0
5135,269,4980,1,0
5136,1035,6089,1,0
5137,195,5174,1,0
5138,269,4970,1,0
5140,186,5072,1,0
5142,1035,6090,1,0
5144,186,5050,1,0
5146,319,6091,1,0
5147,1162,5100,1,0
5148,286,4906,1,0
5149,120,5097,1,0
5150,120,5097,1,0
5151,286,4906,1,0
5152,170,5784,1,0
5155,247,6092,1,0
5156,1163,5037,1,0
5159,698,5037,1,0
5160,1164,6093,1,0
5161,1035,5783,1,0
5162,308,5093,1,0
5163,1035,6094,1,0
5164,1165,4878,1,0
5167,1100,5390,1,0
5168,129,5003,1,0
5169,545,4892,1,0
5170,448,6095,1,0
5173,160,4934,1,0
5176,173,4918,1,0
5177,282,5069,1,0
5178,266,4940,1,0
5179,173,5024,1,0
5180,179,4940,1,0
5181,173,4952,1,0
5182,121,5326,1,0
5184,1166,6096,1,0
5185,631,4992,1,0
5186,1167,5882,1,0
5187,224,4940,1,0
5188,1158,5164,1,0
5189,1166,6086,1,0
5191,35,4940,1,0
5192,1168,5721,1,0
5193,631,6097,1,0
5194,239,4940,1,0
5195,173,5033,1,0
5196,1168,5878,1,0
5197,110,5139,1,0
5198,165,4940,1,0
5199,120,5273,1,0
5200,445,4906,1,0
5201,317,4884,1,0
5202,122,5154,1,0
5203,170,5867,1,0
5205,170,4919,1,0
5206,170,5273,1,0
5207,1169,5597,1,0
5208,1035,6098,1,0
5209,1035,6099,1,0
5210,1035,6096,1,0
5211,1170,5798,1,0
5212,1035,5995,1,0
5213,1035,5282,1,0
5214,179,6100,1,0
5215,1171,4952,1,0
5217,266,6100,1,0
5218,1171,5024,1,0
5219,128,6101,1,0
5222,995,5052,1,0
5223,499,5069,1,0
5224,284,5079,1,0
5225,118,5117,1,0
5227,1172,4940,1,0
5228,1173,6102,1,0
5229,1174,6103,1,0
5231,1173,6104,1,0
5232,1173,6105,1,0
5234,1173,5843,1,0
5236,173,6106,1,0
5237,1175,4940,1,0
5239,173,6100,1,0
5240,1171,4940,1,0
5241,1176,4940,1,0
5242,1177,4940,1,0
5243,173,6107,1,0
5244,1178,4940,1,0
5245,1173,6108,1,0
5246,1179,4940,1,0
5247,1180,4940,1,0
5248,1181,4940,1,0
5250,1174,4940,1,0
5251,1168,6109,1,0
5252,1168,6110,1,0
5254,173,6035,1,0
5255,1182,4940,1,0
5257,1168,6111,1,0
5260,1168,6112,1,0
5261,267,4940,1,0
5262,173,5027,1,0
5263,1005,4940,1,0
5264,173,5825,1,0
5265,1183,4940,1,0
5266,1184,4940,1,0
5267,173,6113,1,0
5268,1051,6114,1,0
5270,1051,5982,1,0
5272,643,5119,1,0
5273,1051,5985,1,0
5274,1185,5390,1,0
5275,1051,5568,1,0
5276,1185,4918,1,0
5277,1051,6115,1,0
5278,1051,6116,1,0
5279,1051,5485,1,0
5280,1051,5759,1,0
5281,1051,5422,1,0
5282,1051,6117,1,0
5284,1051,6118,1,0
5285,1051,5431,1,0
5286,1173,6119,1,0
5288,192,6120,1,0
5289,1173,6121,1,0
5290,192,6122,1,0
5291,1051,6123,1,0
5292,1051,5346,1,0
5293,192,4938,1,0
5294,122,5696,1,0
5295,122,5668,1,0
5296,426,4906,1,0
5297,672,5554,1,0
5298,374,5484,1,0
5299,692,5082,1,0
5300,44,6124,1,0
5301,911,6125,1,0
5302,336,5349,1,0
5303,90,5590,1,0
5304,407,6126,1,0
5305,1186,4929,1,0
5306,1014,6127,1,0
5307,862,5863,1,0
5308,421,5670,1,0
5309,311,4919,1,0
5310,421,5701,1,0
5311,312,4919,1,0
5312,508,6128,1,0
5313,1187,5024,1,0
5314,374,5068,1,0
5315,175,5068,1,0
5316,885,6125,1,0
5317,276,5418,1,0
5318,459,4905,1,0
5319,937,5058,1,0
5320,806,4869,1,0
5321,44,6052,1,0
5322,1188,5523,1,0
5325,508,5756,1,0
5326,508,5172,1,0
5327,1189,5027,1,0
5328,111,5349,1,0
5329,111,5924,1,0
5330,235,5719,1,0
5332,868,5687,1,0
5333,311,5526,1,0
5334,43,5580,1,0
5335,787,5589,1,0
5336,227,5586,1,0
5337,1190,5016,1,0
5338,227,6129,1,0
5339,1191,5016,1,0
5340,374,5737,1,0
5341,336,5924,1,0
5342,1192,6130,1,0
5343,40,6131,1,0
5345,1193,5381,1,0
5346,1193,5243,1,0
5347,787,5536,1,0
5348,1194,6132,1,0
5349,1195,6037,1,0
5350,1195,5699,1,0
5352,787,5770,1,0
5353,787,4872,1,0
5354,113,5580,1,0
5355,944,5825,1,0
5356,273,5322,1,0
5357,273,5324,1,0
5358,1196,5058,1,0
5359,1186,5058,1,0
5360,235,5580,1,0
5361,787,5209,1,0
5362,1197,5003,1,0
5363,815,4880,1,0
5364,118,5692,1,0
5365,1198,4951,1,0
5366,798,4951,1,0
5367,139,5600,1,0
5368,943,5674,1,0
5369,1117,6133,1,0
5370,864,6134,1,0
5371,1199,5495,1,0
5372,174,4935,1,0
5373,934,5762,1,0
5374,807,4942,1,0
5375,861,4878,1,0
5377,806,5595,1,0
5378,960,5762,1,0
5379,807,5764,1,0
5380,238,6135,1,0
5381,176,5326,1,0
5382,1190,4846,1,0
5383,91,5586,1,0
5384,1191,4846,1,0
5385,91,6129,1,0
5386,287,5527,1,0
5387,1200,5929,1,0
5388,1201,5929,1,0
5389,1202,6136,1,0
5390,1203,4870,1,0
5391,385,6135,1,0
5392,911,5332,1,0
5393,513,5699,1,0
5394,928,5545,1,0
5395,1204,5634,1,0
5396,295,5007,1,0
5397,862,5535,1,0
5398,425,5099,1,0
5399,425,5098,1,0
5400,313,5240,1,0
5401,928,5707,1,0
5402,916,5720,1,0
5403,48,4827,1,0
5404,75,5674,1,0
5405,885,5820,1,0
5406,230,5243,1,0
5407,1205,6137,1,0
5408,1206,6138,1,0
5409,829,4951,1,0
5410,111,5720,1,0
5411,235,5178,1,0
5412,1207,6139,1,0
5413,230,6140,1,0
5414,1208,5017,1,0
5415,1209,5315,1,0
5417,1210,5589,1,0
5418,43,6141,1,0
5419,342,5924,1,0
5420,673,5209,1,0
5421,495,5488,1,0
5422,865,6142,1,0
5423,806,5651,1,0
5424,79,5058,1,0
5425,43,5762,1,0
5426,807,5589,1,0
5427,1211,6130,1,0
5428,668,5714,1,0
5429,1134,5636,1,0
5430,855,6143,1,0
5431,939,4865,1,0
5432,535,5235,1,0
5433,535,4870,1,0
5434,535,5449,1,0
5435,740,5533,1,0
5436,742,5532,1,0
5437,721,5632,1,0
5438,1212,6144,1,0
5439,239,5314,1,0
5440,1186,5033,1,0
5441,755,5782,1,0
5442,508,5125,1,0
5443,1213,5334,1,0
5444,112,5238,1,0
5445,141,4870,1,0
5446,733,6145,1,0
5447,1214,4817,1,0
5448,1215,5699,1,0
5449,911,6146,1,0
5450,1215,5700,1,0
5451,673,5623,1,0
5452,155,4905,1,0
5453,44,5728,1,0
5454,742,6147,1,0
5455,673,6148,1,0
5456,668,4872,1,0
5462,742,6149,1,0
5463,184,6150,1,0
5464,662,4878,1,0
5465,75,6151,1,0
5466,1216,4829,1,0
5467,1217,4840,1,0
5468,238,5349,1,0
5469,111,6135,1,0
5470,508,6152,1,0
5471,508,5429,1,0
5472,1218,5756,1,0
5473,85,5572,1,0
5474,1218,5749,1,0
5476,1219,6153,1,0
5477,238,5782,1,0
5478,788,5716,1,0
5479,925,5582,1,0
5480,865,5582,1,0
5481,788,5651,1,0
5482,748,4840,1,0
5483,1014,5915,1,0
5484,1220,5863,1,0
5485,332,5079,1,0
5486,182,6154,1,0
5487,742,5727,1,0
5488,317,5101,1,0
5489,145,5154,1,0
5491,1218,5058,1,0
5492,1221,6093,1,0
5493,43,6155,1,0
5494,1130,5823,1,0
5496,1222,5700,1,0
5497,911,6156,1,0
5498,1222,5699,1,0
5499,1223,5522,1,0
5500,886,4878,1,0
5501,342,5118,1,0
5502,1224,5209,1,0
5503,235,6157,1,0
5505,312,4840,1,0
5506,885,6156,1,0
5507,1222,5679,1,0
5508,26,5522,1,0
5509,1225,6158,1,0
5511,801,6144,1,0
5512,1226,5536,1,0
5513,508,6159,1,0
5514,1227,5118,1,0
5515,336,6135,1,0
5516,118,6160,1,0
5517,1162,4944,1,0
5518,1228,5467,1,0
5519,1229,5927,1,0
5520,1039,6161,1,0
5521,1230,5701,1,0
5522,29,5533,1,0
5523,1231,4905,1,0
5524,1208,6162,1,0
5525,1232,6140,1,0
5526,1014,5591,1,0
5527,1003,5863,1,0
5528,481,5720,1,0
5529,673,5736,1,0
5530,944,5595,1,0
5531,1100,5394,1,0
5534,178,5782,1,0
5536,44,4947,1,0
5537,175,5523,1,0
5538,219,5824,1,0
5540,1233,5825,1,0
5541,1234,5729,1,0
5542,906,5838,1,0
5543,906,5838,1,0
5544,267,5125,1,0
5545,1014,4989,1,0
5546,927,5863,1,0
5547,1013,4989,1,0
5548,927,5719,1,0
5549,307,5554,1,0
5550,434,4918,1,0
5551,1057,5580,1,0
5552,43,6163,1,0
5553,1235,5589,1,0
5554,312,6164,1,0
5556,1212,5536,1,0
5557,421,5526,1,0
5558,377,4919,1,0
5559,239,4872,1,0
5560,113,5033,1,0
5561,312,5026,1,0
5562,111,6165,1,0
5563,111,5080,1,0
5564,449,4869,1,0
5565,1236,5804,1,0
5566,219,5499,1,0
5567,1237,5804,1,0
5568,219,5588,1,0
5569,916,5027,1,0
5570,642,5386,1,0
5571,634,6166,1,0
5572,60,5633,1,0
5573,1238,5039,1,0
5574,1239,4918,1,0
5575,963,5749,1,0
5576,963,4929,1,0
5577,963,5172,1,0
5578,693,4919,1,0
5579,421,5460,1,0
5580,235,6167,1,0
5581,1240,6168,1,0
5582,720,5117,1,0
5583,1134,5635,1,0
5584,1241,5260,1,0
5585,1242,5580,1,0
5586,276,4929,1,0
5587,314,4905,1,0
5588,312,4905,1,0
5589,885,4872,1,0
5590,911,4872,1,0
5591,307,6169,1,0
5593,963,5582,1,0
5594,788,5669,1,0
5595,864,6170,1,0
5596,1243,5058,1,0
5597,862,5825,1,0
5598,1244,4905,1,0
5600,114,5015,1,0
5601,446,4875,1,0
5602,1245,5322,1,0
5603,238,6171,1,0
5604,1161,5701,1,0
5605,1161,5596,1,0
5606,1246,5227,1,0
5607,568,6172,1,0
5608,1247,5687,1,0
5609,911,4918,1,0
5610,175,5727,1,0
5611,29,5762,1,0
5612,807,5653,1,0
5613,79,5025,1,0
5614,312,4909,1,0
5615,1248,5192,1,0
5616,385,6173,1,0
5617,583,4929,1,0
5618,239,5429,1,0
5619,625,5033,1,0
5620,1249,4905,1,0
5621,345,5638,1,0
5622,165,5145,1,0
5623,1161,5390,1,0
5624,90,5554,1,0
5625,890,4878,1,0
5626,79,5737,1,0
5627,878,6174,1,0
5628,646,5674,1,0
5629,1250,4885,1,0
5630,44,5669,1,0
5631,4,5429,1,0
5632,1251,5536,1,0
5633,114,5599,1,0
5634,788,6175,1,0
5635,1191,5590,1,0
5636,1252,4905,1,0
5637,79,5068,1,0
5638,1253,5024,1,0
5639,864,5522,1,0
5640,1091,6176,1,0
5641,1254,5590,1,0
5642,342,6152,1,0
5643,1232,6177,1,0
5644,75,6178,1,0
5645,1255,4829,1,0
5646,1203,5238,1,0
5647,673,5171,1,0
5648,758,5291,1,0
5649,578,4938,1,0
5650,593,6179,1,0
5651,1256,5536,1,0
5652,801,5535,1,0
5653,1257,6078,1,0
5654,1258,6180,1,0
5655,1257,6129,1,0
5656,1257,5586,1,0
5657,1257,4840,1,0
5658,1259,5580,1,0
5659,1260,5439,1,0
5660,335,6181,1,0
5661,29,5730,1,0
5662,312,5670,1,0
5663,311,5701,1,0
5664,312,5455,1,0
5665,514,4982,1,0
5666,272,5334,1,0
5667,788,6147,1,0
5668,1261,5582,1,0
5669,1262,6177,1,0
5670,1263,6177,1,0
5671,319,6177,1,0
5672,508,6182,1,0
5673,917,5118,1,0
5674,923,4905,1,0
5675,963,6183,1,0
5676,965,5669,1,0
5677,97,6184,1,0
5678,112,5080,1,0
5679,449,4870,1,0
5680,98,6184,1,0
5681,449,5235,1,0
5682,449,5449,1,0
5683,90,6185,1,0
5684,814,4840,1,0
5685,570,5674,1,0
5686,343,5175,1,0
5687,240,5500,1,0
5688,997,5387,1,0
5689,1264,5960,1,0
5690,235,5581,1,0
5691,789,5209,1,0
5692,317,5392,1,0
5693,1256,5651,1,0
5694,267,5762,1,0
5695,807,5027,1,0
5696,1265,4952,1,0
5697,342,5383,1,0
5698,451,4905,1,0
5699,1004,5027,1,0
5700,1266,5597,1,0
5701,75,5466,1,0
5702,645,5728,1,0
5703,963,5461,1,0
5704,668,5669,1,0
5705,304,4995,1,0
5706,210,5924,1,0
5707,1194,4923,1,0
5709,171,5917,1,0
5710,508,6186,1,0
5711,1267,5118,1,0
5712,1268,5036,1,0
5713,997,5235,1,0
5714,98,6187,1,0
5715,742,4872,1,0
5716,1269,5670,1,0
5717,1269,5701,1,0
5718,1269,5596,1,0
5719,267,5646,1,0
5720,182,5324,1,0
5721,531,5521,1,0
5722,568,6188,1,0
5723,1208,6189,1,0
5724,1270,5701,1,0
5726,1271,5409,1,0
5727,599,5644,1,0
5728,1272,5336,1,0
5729,1273,5665,1,0
5730,1273,5623,1,0
5731,759,5687,1,0
5732,1274,5315,1,0
5733,1275,4905,1,0
5734,794,4905,1,0
5735,755,5027,1,0
5736,1276,4977,1,0
5737,235,5172,1,0
5738,332,5209,1,0
5739,235,5749,1,0
5740,235,5756,1,0
5741,1277,6190,1,0
5742,1248,5175,1,0
5743,26,5762,1,0
5744,807,4817,1,0
5745,1278,4840,1,0
5746,1279,4840,1,0
5747,787,5719,1,0
5748,1013,5580,1,0
5749,1280,5388,1,0
5750,1281,5596,1,0
5751,287,5675,1,0
5752,1281,5701,1,0
5753,1281,5670,1,0
5754,459,5267,1,0
5755,43,5735,1,0
5757,664,5185,1,0
5759,1282,5336,1,0
5760,806,5139,1,0
5761,904,6191,1,0
5762,890,6192,1,0
5763,1283,5596,1,0
5764,481,5314,1,0
5765,1225,5080,1,0
5766,437,4972,1,0
5767,1284,5706,1,0
5768,1285,5679,1,0
5769,885,5502,1,0
5772,403,6158,1,0
5773,911,5210,1,0
5774,1286,4952,1,0
5775,177,5518,1,0
5776,1287,5382,1,0
5777,885,5210,1,0
5778,1277,6193,1,0
5779,290,5681,1,0
5780,295,5681,1,0
5781,1288,5394,1,0
5782,742,5536,1,0
5783,697,5701,1,0
5784,547,5674,1,0
5785,683,5823,1,0
5786,1279,6129,1,0
5787,1278,6129,1,0
5788,314,5720,1,0
5789,928,4929,1,0
5790,312,4899,1,0
5791,403,6194,1,0
5792,965,4845,1,0
5793,1289,6183,1,0
5794,963,4845,1,0
5795,1289,5669,1,0
5796,1290,4845,1,0
5797,1289,6195,1,0
5798,508,5897,1,0
5799,789,5058,1,0
5800,268,6170,1,0
5801,1243,5254,1,0
5802,235,5593,1,0
5803,945,5209,1,0
5804,1213,5061,1,0
5805,944,5027,1,0
5806,548,4905,1,0
5808,365,5175,1,0
5809,1291,5670,1,0
5810,855,6196,1,0
5811,1292,4951,1,0
5812,623,5009,1,0
5813,817,5708,1,0
5814,1293,5670,1,0
5815,165,5014,1,0
5816,374,6134,1,0
5817,668,6134,1,0
5818,90,6197,1,0
5819,1294,4840,1,0
5820,480,4918,1,0
5821,963,5058,1,0
5822,903,5003,1,0
5823,742,6124,1,0
5824,295,5459,1,0
5825,1295,5696,1,0
5826,235,4834,1,0
5827,1188,5659,1,0
5828,301,5099,1,0
5829,755,5084,1,0
5830,829,6198,1,0
5831,1296,5623,1,0
5832,235,6134,1,0
5833,287,5706,1,0
5834,867,5652,1,0
5835,26,5646,1,0
5836,336,4869,1,0
5837,111,5139,1,0
5838,1127,5015,1,0
5839,1297,5524,1,0
5840,734,5731,1,0
5841,276,4918,1,0
5843,37,5061,1,0
5844,198,5322,1,0
5845,198,5324,1,0
5846,1298,5061,1,0
5847,1299,5125,1,0
5848,374,5762,1,0
5849,235,5737,1,0
5850,1118,6133,1,0
5851,589,4840,1,0
5853,235,6199,1,0
5854,385,5080,1,0
5855,1300,4872,1,0
5856,1300,5770,1,0
5857,111,4951,1,0
5858,178,4869,1,0
5859,1013,5915,1,0
5860,1220,5719,1,0
5861,597,5770,1,0
5862,1301,5701,1,0
5863,597,4872,1,0
5864,235,5863,1,0
5866,508,4995,1,0
5867,210,5118,1,0
5868,178,4929,1,0
5869,535,5701,1,0
5870,535,5670,1,0
5871,175,4995,1,0
5872,1278,5586,1,0
5873,1279,5586,1,0
5874,592,5267,1,0
5875,29,5580,1,0
5876,787,5653,1,0
5877,944,5651,1,0
5878,673,5580,1,0
5879,673,5729,1,0
5880,1302,4840,1,0
5881,1303,4840,1,0
5882,865,4859,1,0
5883,98,5651,1,0
5884,342,5080,1,0
5885,1304,5701,1,0
5886,1304,5596,1,0
5887,938,5651,1,0
5888,235,5429,1,0
5889,207,6200,1,0
5890,854,5003,1,0
5891,1256,6201,1,0
5892,928,5770,1,0
5894,1305,5448,1,0
5895,508,5770,1,0
5897,508,4872,1,0
5899,1306,5699,1,0
5900,911,6202,1,0
5901,287,6164,1,0
5902,597,6201,1,0
5903,508,5536,1,0
5904,801,5118,1,0
5905,508,5709,1,0
5906,1307,5770,1,0
5907,1307,4872,1,0
5908,160,5394,1,0
5909,728,5394,1,0
5910,1297,5027,1,0
5911,508,5831,1,0
5912,1308,6134,1,0
5913,1298,5334,1,0
5914,374,6203,1,0
5915,508,5717,1,0
5916,408,5007,1,0
5917,1186,5720,1,0
5918,1309,5142,1,0
5919,836,4840,1,0
5921,179,4945,1,0
5922,174,4952,1,0
5923,178,5349,1,0
5924,184,6204,1,0
5925,1310,4964,1,0
5926,508,4859,1,0
5927,98,5118,1,0
5928,742,6205,1,0
5929,508,6206,1,0
5930,160,5118,1,0
5931,1076,5291,1,0
5932,864,5027,1,0
5933,267,5058,1,0
5934,1295,5310,1,0
5935,862,5736,1,0
5936,673,6048,1,0
5937,342,6135,1,0
5938,864,5545,1,0
5939,763,5058,1,0
5940,589,4905,1,0
5941,1186,5651,1,0
5942,1311,5232,1,0
5943,403,4869,1,0
5945,1208,5394,1,0
5946,664,5183,1,0
5947,141,5529,1,0
5948,740,5058,1,0
5949,412,4984,1,0
5950,48,5209,1,0
5951,235,6207,1,0
5952,1312,5522,1,0
5953,1313,6208,1,0
5954,97,5820,1,0
5955,98,5820,1,0
5956,1314,5759,1,0
5957,939,5238,1,0
5958,141,5235,1,0
5959,937,4872,1,0
5961,937,5770,1,0
5962,1315,5589,1,0
5963,43,5368,1,0
5964,508,6209,1,0
5965,61,5118,1,0
5966,508,5524,1,0
5967,734,5118,1,0
5968,341,5410,1,0
5969,1225,5283,1,0
5970,1313,6124,1,0
5971,1316,5082,1,0
5972,374,5178,1,0
5973,267,6128,1,0
5974,1317,5580,1,0
5975,508,6210,1,0
5976,79,5459,1,0
5977,664,4835,1,0
5978,508,5713,1,0
5979,920,5118,1,0
5980,508,4856,1,0
5981,342,5429,1,0
5983,1318,5646,1,0
5984,508,6124,1,0
5985,1299,5118,1,0
5986,1162,5382,1,0
5987,1319,5759,1,0
5988,235,5759,1,0
5990,624,5058,1,0
5991,312,4910,1,0
5992,638,5624,1,0
5993,374,5759,1,0
5994,1218,5082,1,0
5995,79,5759,1,0
5996,683,5674,1,0
5997,958,5759,1,0
5998,726,5439,1,0
5999,508,5651,1,0
6000,179,4947,1,0
6001,175,4952,1,0
6002,1320,5651,1,0
6003,342,6211,1,0
6005,287,5670,1,0
6006,312,5596,1,0
6007,287,5701,1,0
6008,755,5349,1,0
6009,751,5349,1,0
6010,508,5178,1,0
6011,385,5349,1,0
6012,374,6183,1,0
6013,965,5082,1,0
6014,965,5461,1,0
6015,668,6183,1,0
6016,1321,5233,1,0
6017,422,5687,1,0
6019,1232,5243,1,0
6020,720,4870,1,0
6021,1322,5595,1,0
6022,673,6212,1,0
6023,267,6170,1,0
6024,1243,5027,1,0
6026,29,4989,1,0
6027,927,5653,1,0
6028,1323,5580,1,0
6029,1324,5586,1,0
6030,1324,4840,1,0
6031,1282,6213,1,0
6032,421,6214,1,0
6033,596,4918,1,0
6034,911,6215,1,0
6035,1161,5699,1,0
6036,885,6215,1,0
6037,1161,5679,1,0
6038,1325,5673,1,0
6039,178,6135,1,0
6040,374,5462,1,0
6041,670,5082,1,0
6042,1326,4870,1,0
6043,112,5449,1,0
6044,1327,4870,1,0
6045,75,4998,1,0
6046,938,6216,1,0
6047,375,5720,1,0
6048,928,5183,1,0
6049,1210,5535,1,0
6050,272,6217,1,0
6051,481,5669,1,0
6052,963,5767,1,0
6053,268,4827,1,0
6054,374,6218,1,0
6055,1328,5082,1,0
6056,643,5240,1,0
6057,697,6219,1,0
6058,220,5588,1,0
6059,1236,5960,1,0
6060,220,5499,1,0
6061,664,6183,1,0
6062,751,5924,1,0
6063,755,5924,1,0
6064,1329,5334,1,0
6065,911,6220,1,0
6066,425,4918,1,0
6067,944,5728,1,0
6068,508,6221,1,0
6069,1009,5118,1,0
6070,508,5033,1,0
6071,239,5118,1,0
6072,508,5430,1,0
6073,220,5824,1,0
6074,1233,5533,1,0
6075,742,6136,1,0
6076,1256,5646,1,0
6077,1330,4904,1,0
6078,944,5536,1,0
6079,1331,5484,1,0
6080,668,6203,1,0
6081,1332,4976,1,0
6082,200,4968,1,0
6083,1333,4947,1,0
6084,175,4885,1,0
6085,431,4912,1,0
6086,79,4843,1,0
6087,1334,4918,1,0
6088,673,5004,1,0
6089,1335,4905,1,0
6090,178,6165,1,0
6091,1336,6183,1,0
6092,1337,5701,1,0
6093,1337,5596,1,0
6094,1337,5670,1,0
6095,1338,6222,1,0
6096,1271,5407,1,0
6097,598,5644,1,0
6098,1013,5591,1,0
6099,1003,5719,1,0
6100,1018,6153,1,0
6101,278,6153,1,0
6102,173,6190,1,0
6103,732,5759,1,0
6104,1256,5027,1,0
6105,267,5535,1,0
6106,1119,6133,1,0
6108,97,6067,1,0
6109,1124,4860,1,0
6110,295,5622,1,0
6111,998,5757,1,0
6112,162,6223,1,0
6113,178,6224,1,0
6114,1339,4951,1,0
6115,673,6225,1,0
6116,1340,6213,1,0
6117,235,5522,1,0
6118,1341,5024,1,0
6119,266,6103,1,0
6120,477,5314,1,0
6121,862,5650,1,0
6122,1342,6127,1,0
6123,1091,5529,1,0
6124,794,5590,1,0
6125,768,6226,1,0
6126,768,6226,1,0
6127,643,5390,1,0
6128,1280,5441,1,0
6129,1343,5720,1,0
6130,928,6227,1,0
6131,1316,5669,1,0
6132,385,5924,1,0
6134,75,4944,1,0
6135,508,5707,1,0
6136,658,6228,1,0
6137,1344,5454,1,0
6138,958,5459,1,0
6139,114,6061,1,0
6140,185,6229,1,0
6141,1162,5108,1,0
6142,364,5521,1,0
6143,1345,5175,1,0
6144,169,5701,1,0
6145,169,5596,1,0
6146,829,6126,1,0
6147,1272,5007,1,0
6148,1346,5322,1,0
6149,1190,5590,1,0
6150,42,4989,1,0
6151,1306,5679,1,0
6152,885,6202,1,0
6153,508,6230,1,0
6154,852,5118,1,0
6155,129,5533,1,0
6156,1347,4872,1,0
6157,1348,6028,1,0
6158,668,5762,1,0
6159,1339,5330,1,0
6160,438,5288,1,0
6162,885,6220,1,0
6163,535,4918,1,0
6164,114,5260,1,0
6166,755,6231,1,0
6167,934,4947,1,0
6168,175,4942,1,0
6169,375,5770,1,0
6170,189,6232,1,0
6171,375,4872,1,0
6172,189,4934,1,0
6173,162,4961,1,0
6174,697,5240,1,0
6175,508,5767,1,0
6176,1164,5240,1,0
6177,789,5027,1,0
6178,1026,5428,1,0
6179,751,5259,1,0
6180,336,5230,1,0
6181,545,4905,1,0
6182,116,5291,1,0
6183,1077,4878,1,0
6184,751,6233,1,0
6185,751,6190,1,0
6186,751,6234,1,0
6187,751,5244,1,0
6188,751,6235,1,0
6190,336,4933,1,0
6191,163,5139,1,0
6192,1294,5529,1,0
6193,794,6197,1,0
6194,878,4951,1,0
6195,178,5674,1,0
6196,1349,5024,1,0
6197,1314,5462,1,0
6198,1350,4905,1,0
6199,276,5090,1,0
6200,1351,5764,1,0
6201,1352,5638,1,0
6202,97,6236,1,0
6203,1353,4860,1,0
6204,121,5080,1,0
6205,1354,5670,1,0
6206,1355,5031,1,0
6207,26,4934,1,0
6208,1013,6127,1,0
6209,862,5719,1,0
6210,239,5058,1,0
6211,921,5674,1,0
6212,1356,4905,1,0
6213,673,6237,1,0
6214,43,4947,1,0
6215,175,5589,1,0
6216,336,5383,1,0
6217,509,6238,1,0
6218,235,5720,1,0
6219,928,5209,1,0
6220,1088,4905,1,0
6221,113,5719,1,0
6222,1013,4872,1,0
6223,98,6236,1,0
6224,1353,4859,1,0
6226,742,6239,1,0
6227,1294,5590,1,0
6228,1357,5590,1,0
